input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1438774708.471	760858	0	0	0	u	u	uogkww	22.89	657.44	uogkww	Random	0	0	1
1438774708.689	760858	0	1	217	o	o	uogkww	22.89	657.44	uogkww	Random	217	0	1
1438774709.813	760858	0	2	1124	g	g	uogkww	22.89	657.44	uogkww	Random	1342	0	1
1438774710.062	760858	0	3	249	k	k	uogkww	22.89	657.44	uogkww	Random	1591	0	1
1438774710.936	760858	0	4	874	w	w	uogkww	22.89	657.44	uogkww	Random	2465	0	1
1438774711.092	760858	0	5	155	w	w	uogkww	22.89	657.44	uogkww	Random	2621	0	1
1438774712.683	760858	1	0	0	e	e	evvphq	27.87	474.72	evvphq	Random	0	0	1
1438774712.995	760858	1	1	311	v	v	evvphq	27.87	474.72	evvphq	Random	311	0	1
1438774713.182	760858	1	2	187	v	v	evvphq	27.87	474.72	evvphq	Random	498	0	1
1438774713.931	760858	1	3	749	p	p	evvphq	27.87	474.72	evvphq	Random	1247	0	1
1438774714.274	760858	1	4	342	h	h	evvphq	27.87	474.72	evvphq	Random	1590	0	1
1438774714.836	760858	1	5	562	q	q	evvphq	27.87	474.72	evvphq	Random	2152	0	1
1438774716.302	760858	2	0	0	j	j	jdlwbu	23.74	604.5	jdlwbu	Random	0	0	1
1438774716.864	760858	2	1	562	d	d	jdlwbu	23.74	604.5	jdlwbu	Random	562	0	1
1438774717.082	760858	2	2	217	l	l	jdlwbu	23.74	604.5	jdlwbu	Random	779	0	1
1438774718.205	760858	2	3	1122	w	w	jdlwbu	23.74	604.5	jdlwbu	Random	1902	0	1
1438774718.58	760858	2	4	375	b	b	jdlwbu	23.74	604.5	jdlwbu	Random	2277	0	1
1438774718.829	760858	2	5	249	u	u	jdlwbu	23.74	604.5	jdlwbu	Random	2526	0	1
1438774720.265	760858	3	0	0	o	o	oxbcqh	20.46	660.77	oxbcqh	Random	0	0	1
1438774720.639	760858	3	1	373	x	x	oxbcqh	20.46	660.77	oxbcqh	Random	373	0	1
1438774721.793	760858	3	2	1154	b	b	oxbcqh	20.46	660.77	oxbcqh	Random	1527	0	1
1438774722.074	760858	3	3	280	c	c	oxbcqh	20.46	660.77	oxbcqh	Random	1808	0	1
1438774722.667	760858	3	4	593	q	q	oxbcqh	20.46	660.77	oxbcqh	Random	2401	0	1
1438774723.197	760858	3	5	529	h	h	oxbcqh	20.46	660.77	oxbcqh	Random	2931	0	1
1438774725.974	760858	4	0	0	o	o	ophxwt	21.85	629.17	ophxwt	Random	0	0	1
1438774726.193	760858	4	1	219	p	p	ophxwt	21.85	629.17	ophxwt	Random	219	0	1
1438774726.692	760858	4	2	498	h	h	ophxwt	21.85	629.17	ophxwt	Random	717	0	1
1438774727.441	760858	4	3	749	x	x	ophxwt	21.85	629.17	ophxwt	Random	1467	0	1
1438774728.47	760858	4	4	1029	w	w	ophxwt	21.85	629.17	ophxwt	Random	2496	0	1
1438774728.72	760858	4	5	250	t	t	ophxwt	21.85	629.17	ophxwt	Random	2746	0	1
1438774730.904	760858	5	0	0	y	y	ynuyqx	15.89	626.89	ynuyqx	Random	0	0	0.75
1438774731.247	760858	5	1	342	n	n	ynuyqx	15.89	626.89	ynuyqx	Random	342	0	0.75
1438774731.403	760858	5	2	156	u	u	ynuyqx	15.89	626.89	ynuyqx	Random	499	0	0.75
1438774732.526	760858	5	3	1122	y	y	ynuyqx	15.89	626.89	ynuyqx	Random	1621	0	0.75
1438774732.776	760858	5	4	250	u	u	ynuyqx	15.89	626.89	ynuyqx	Random	1871	0	0.75
1438774733.525	760858	5	5	749		BackSpace	ynuyqx	15.89	626.89	ynuyqx	Random	2621	0	0.75
1438774734.273	760858	5	6	747	q	q	ynuyqx	15.89	626.89	ynuyqx	Random	3368	0	0.75
1438774734.679	760858	5	7	405	x	x	ynuyqx	15.89	626.89	ynuyqx	Random	3774	0	0.75
1438774736.613	760858	6	0	0	n	n	nwmxxf	19.62	701	nwmxxf	Random	0	0	1
1438774736.925	760858	6	1	312	w	w	nwmxxf	19.62	701	nwmxxf	Random	312	0	1
1438774738.173	760858	6	2	1248	m	m	nwmxxf	19.62	701	nwmxxf	Random	1560	0	1
1438774738.548	760858	6	3	375	x	x	nwmxxf	19.62	701	nwmxxf	Random	1935	0	1
1438774738.985	760858	6	4	436	x	x	nwmxxf	19.62	701	nwmxxf	Random	2371	0	1
1438774739.671	760858	6	5	686	f	f	nwmxxf	19.62	701	nwmxxf	Random	3058	0	1
1438774741.668	760858	7	0	0	q	q	qslpag	30.53	429.35	qslpag	Random	0	0	1
1438774742.073	760858	7	1	404	s	s	qslpag	30.53	429.35	qslpag	Random	404	0	1
1438774742.76	760858	7	2	687	l	l	qslpag	30.53	429.35	qslpag	Random	1092	0	1
1438774743.165	760858	7	3	404	p	p	qslpag	30.53	429.35	qslpag	Random	1496	0	1
1438774743.321	760858	7	4	156	a	a	qslpag	30.53	429.35	qslpag	Random	1653	0	1
1438774743.633	760858	7	5	311	g	g	qslpag	30.53	429.35	qslpag	Random	1964	0	1
1438774745.037	760858	8	0	0	y	y	yadgnv	15.14	915.41	yadgnv	Random	0	0	1
1438774745.193	760858	8	1	156	a	a	yadgnv	15.14	915.41	yadgnv	Random	156	0	1
1438774746.566	760858	8	2	1372	d	d	yadgnv	15.14	915.41	yadgnv	Random	1529	0	1
1438774746.972	760858	8	3	405	g	g	yadgnv	15.14	915.41	yadgnv	Random	1934	0	1
1438774747.814	760858	8	4	842	n	n	yadgnv	15.14	915.41	yadgnv	Random	2776	0	1
1438774749	760858	8	5	1186	v	v	yadgnv	15.14	915.41	yadgnv	Random	3963	0	1
1438774750.248	760858	9	0	0	a	a	aekbru	16.87	857.06	aekbru	Random	0	0	1
1438774750.591	760858	9	1	343	e	e	aekbru	16.87	857.06	aekbru	Random	343	0	1
1438774751.933	760858	9	2	1342	k	k	aekbru	16.87	857.06	aekbru	Random	1685	0	1
1438774752.276	760858	9	3	342	b	b	aekbru	16.87	857.06	aekbru	Random	2028	0	1
1438774753.524	760858	9	4	1247	r	r	aekbru	16.87	857.06	aekbru	Random	3276	0	1
1438774753.805	760858	9	5	281	u	u	aekbru	16.87	857.06	aekbru	Random	3557	0	1
1438774755.24	760858	10	0	0	j	j	jkgaqe	21.86	714	jkgaqe	Random	0	0	1
1438774755.489	760858	10	1	249	k	k	jkgaqe	21.86	714	jkgaqe	Random	249	0	1
1438774756.862	760858	10	2	1372	g	g	jkgaqe	21.86	714	jkgaqe	Random	1621	0	1
1438774757.018	760858	10	3	155	a	a	jkgaqe	21.86	714	jkgaqe	Random	1777	0	1
1438774757.736	760858	10	4	718	q	q	jkgaqe	21.86	714	jkgaqe	Random	2496	0	1
1438774757.985	760858	10	5	248	e	e	jkgaqe	21.86	714	jkgaqe	Random	2744	0	1
1438774759.514	760858	11	0	0	j	j	jaolwh	32.05	421.81	jaolwh	Random	0	0	1
1438774759.639	760858	11	1	125	a	a	jaolwh	32.05	421.81	jaolwh	Random	125	0	1
1438774759.826	760858	11	2	187	o	o	jaolwh	32.05	421.81	jaolwh	Random	312	0	1
1438774760.294	760858	11	3	467	l	l	jaolwh	32.05	421.81	jaolwh	Random	779	0	1
1438774760.731	760858	11	4	437	w	w	jaolwh	32.05	421.81	jaolwh	Random	1217	0	1
1438774761.386	760858	11	5	654	h	h	jaolwh	32.05	421.81	jaolwh	Random	1871	0	1
1438774763.446	760858	12	0	0	k	k	kmrynj	25.31	550.99	kmrynj	Random	0	0	1
1438774763.789	760858	12	1	342	m	m	kmrynj	25.31	550.99	kmrynj	Random	342	0	1
1438774764.569	760858	12	2	779	r	r	kmrynj	25.31	550.99	kmrynj	Random	1122	0	1
1438774764.756	760858	12	3	187	y	y	kmrynj	25.31	550.99	kmrynj	Random	1309	0	1
1438774765.598	760858	12	4	842	n	n	kmrynj	25.31	550.99	kmrynj	Random	2151	0	1
1438774765.817	760858	12	5	218	j	j	kmrynj	25.31	550.99	kmrynj	Random	2370	0	1
1438774767.502	760858	13	0	0	x	x	xlndns	30.53	538.29	xlndns	Random	0	0	1
1438774767.751	760858	13	1	248	l	l	xlndns	30.53	538.29	xlndns	Random	248	0	1
1438774768.001	760858	13	2	250	n	n	xlndns	30.53	538.29	xlndns	Random	498	0	1
1438774769.124	760858	13	3	1123	d	d	xlndns	30.53	538.29	xlndns	Random	1621	0	1
1438774769.249	760858	13	4	125	n	n	xlndns	30.53	538.29	xlndns	Random	1746	0	1
1438774769.467	760858	13	5	217	s	s	xlndns	30.53	538.29	xlndns	Random	1964	0	1
1438774770.809	760858	14	0	0	o	o	odkfey	32.05	511.22	odkfey	Random	0	0	1
1438774771.121	760858	14	1	312	d	d	odkfey	32.05	511.22	odkfey	Random	312	0	1
1438774771.308	760858	14	2	187	k	k	odkfey	32.05	511.22	odkfey	Random	499	0	1
1438774772.369	760858	14	3	1060	f	f	odkfey	32.05	511.22	odkfey	Random	1559	0	1
1438774772.525	760858	14	4	156	e	e	odkfey	32.05	511.22	odkfey	Random	1716	0	1
1438774772.681	760858	14	5	155	y	y	odkfey	32.05	511.22	odkfey	Random	1871	0	1
1438774774.147	760858	15	0	0	p	p	psdrwk	23.45	642.21	psdrwk	Random	0	0	1
1438774774.366	760858	15	1	218	s	s	psdrwk	23.45	642.21	psdrwk	Random	218	0	1
1438774775.551	760858	15	2	1185	d	d	psdrwk	23.45	642.21	psdrwk	Random	1404	0	1
1438774775.77	760858	15	3	218	r	r	psdrwk	23.45	642.21	psdrwk	Random	1622	0	1
1438774776.487	760858	15	4	717	w	w	psdrwk	23.45	642.21	psdrwk	Random	2339	0	1
1438774776.706	760858	15	5	219	k	k	psdrwk	23.45	642.21	psdrwk	Random	2559	0	1
1438774778.921	760858	16	0	0	d	d	dfzoua	24.66	595.75	dfzoua	Random	0	0	1
1438774779.202	760858	16	1	280	f	f	dfzoua	24.66	595.75	dfzoua	Random	280	0	1
1438774779.67	760858	16	2	468	z	z	dfzoua	24.66	595.75	dfzoua	Random	749	0	1
1438774780.824	760858	16	3	1153	o	o	dfzoua	24.66	595.75	dfzoua	Random	1902	0	1
1438774781.136	760858	16	4	312	u	u	dfzoua	24.66	595.75	dfzoua	Random	2214	0	1
1438774781.354	760858	16	5	218	a	a	dfzoua	24.66	595.75	dfzoua	Random	2433	0	1
1438774782.634	760858	17	0	0	o	o	oahpnh	16.44	578.1	oahpnh	Random	0	0	0.75
1438774782.821	760858	17	1	187	a	a	oahpnh	16.44	578.1	oahpnh	Random	187	0	0.75
1438774783.226	760858	17	2	404	p	p	oahpnh	16.44	578.1	oahpnh	Random	592	0	0.75
1438774783.757	760858	17	3	530		BackSpace	oahpnh	16.44	578.1	oahpnh	Random	1122	0	0.75
1438774784.474	760858	17	4	717	h	h	oahpnh	16.44	578.1	oahpnh	Random	1839	0	0.75
1438774784.786	760858	17	5	312	p	p	oahpnh	16.44	578.1	oahpnh	Random	2151	0	0.75
1438774785.785	760858	17	6	999	n	n	oahpnh	16.44	578.1	oahpnh	Random	3151	0	0.75
1438774786.284	760858	17	7	498	h	h	oahpnh	16.44	578.1	oahpnh	Random	3649	0	0.75
1438774787.938	760858	18	0	0	k	k	khpzgp	13.08	1279.83	khpzgp	Random	0	0	1
1438774788.187	760858	18	1	249	h	h	khpzgp	13.08	1279.83	khpzgp	Random	249	0	1
1438774789.061	760858	18	2	874	p	p	khpzgp	13.08	1279.83	khpzgp	Random	1123	0	1
1438774789.435	760858	18	3	373	z	z	khpzgp	13.08	1279.83	khpzgp	Random	1496	0	1
1438774792.087	760858	18	4	2651	g	g	khpzgp	13.08	1279.83	khpzgp	Random	4148	0	1
1438774792.524	760858	18	5	437	p	p	khpzgp	13.08	1279.83	khpzgp	Random	4585	0	1
1438774793.803	760858	19	0	0	p	p	pshegog	32.04	518.6	pshegog	Random	0	0	1
1438774794.022	760858	19	1	219	s	s	pshegog	32.04	518.6	pshegog	Random	219	0	1
1438774794.521	760858	19	2	498	h	h	pshegog	32.04	518.6	pshegog	Random	717	0	1
1438774794.646	760858	19	3	125	e	e	pshegog	32.04	518.6	pshegog	Random	842	0	1
1438774795.769	760858	19	4	1123	g	g	pshegog	32.04	518.6	pshegog	Random	1966	0	1
1438774795.925	760858	19	5	155	o	o	pshegog	32.04	518.6	pshegog	Random	2121	0	1
1438774796.05	760858	19	6	125	g	g	pshegog	32.04	518.6	pshegog	Random	2246	0	1
1438774797.672	760858	20	0	0	j	j	jflurm	29.14	502.27	jflurm	Random	0	0	1
1438774798.078	760858	20	1	406	f	f	jflurm	29.14	502.27	jflurm	Random	406	0	1
1438774799.045	760858	20	2	967	l	l	jflurm	29.14	502.27	jflurm	Random	1373	0	1
1438774799.326	760858	20	3	280	u	u	jflurm	29.14	502.27	jflurm	Random	1654	0	1
1438774799.513	760858	20	4	187	r	r	jflurm	29.14	502.27	jflurm	Random	1841	0	1
1438774799.731	760858	20	5	217	m	m	jflurm	29.14	502.27	jflurm	Random	2059	0	1
1438774801.166	760858	21	0	0	y	y	yrchgp	27.08	541.43	yrchgp	Random	0	0	1
1438774801.385	760858	21	1	219	r	r	yrchgp	27.08	541.43	yrchgp	Random	219	0	1
1438774802.446	760858	21	2	1061	c	c	yrchgp	27.08	541.43	yrchgp	Random	1280	0	1
1438774802.758	760858	21	3	311	h	h	yrchgp	27.08	541.43	yrchgp	Random	1592	0	1
