input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1438008139.468	5307	0	0	0	Shift_L	Shift_L	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	0	0	0.9375
1438008139.624	5307	0	1	156	P	P	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	156	0	0.9375
1438008139.874	5307	0	2	250	i	i	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	406	0	0.9375
1438008140.03	5307	0	3	155	t	t	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	562	0	0.9375
1438008140.123	5307	0	4	92	ä	adiaeresis	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	654	0	0.9375
1438008140.31	5307	0	5	187	ä	adiaeresis	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	842	0	0.9375
1438008140.466	5307	0	6	156	k	k	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	998	0	0.9375
1438008140.56	5307	0	7	93	ö	odiaeresis	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	1092	0	0.9375
1438008140.622	5307	0	8	62	_	space	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	1154	0	0.9375
1438008140.778	5307	0	9	156	m	m	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	1310	0	0.9375
1438008140.903	5307	0	10	125	e	e	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	1435	0	0.9375
1438008140.903	5307	0	11	0	i	i	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	1435	0	0.9375
1438008141.56	5307	0	12	656	d	d	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	2092	0	0.9375
1438008141.623	5307	0	13	62	ä	adiaeresis	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	2154	0	0.9375
1438008141.716	5307	0	14	93	n	n	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	2248	0	0.9375
1438008141.81	5307	0	15	93	_	space	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	2342	0	0.9375
1438008142.091	5307	0	16	281	z	z	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	2623	0	0.9375
1438008142.247	5307	0	17	155	y	y	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	2779	0	0.9375
1438008142.403	5307	0	18	156	d	d	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	2935	0	0.9375
1438008142.652	5307	0	19	248	f	f	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	3184	0	0.9375
1438008142.902	5307	0	20	250	z	z	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	3434	0	0.9375
1438008143.058	5307	0	21	156	z	z	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	3590	0	0.9375
1438008143.183	5307	0	22	125	_	space	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	3715	0	0.9375
1438008144.275	5307	0	23	1092	j	j	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	4807	0	0.9375
1438008144.4	5307	0	24	125	u	u	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	4932	0	0.9375
1438008144.493	5307	0	25	92	t	t	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	5025	0	0.9375
1438008144.556	5307	0	26	62	e	e	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	5088	0	0.9375
1438008144.649	5307	0	27	92	l	l	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	5180	0	0.9375
1438008144.774	5307	0	28	125	l	l	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	5305	0	0.9375
1438008144.868	5307	0	29	94	a	a	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	5400	0	0.9375
1438008145.148	5307	0	30	279	Shift_L	Shift_L	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	5680	0	0.9375
1438008145.211	5307	0	31	62	?	question	Pitääkö meidän zydfzz jutella?	62.69	273.16	Pitääkö meidän zydfzz jutella?	Mix	5743	0	0.9375
1438008146.491	5307	1	0	0	Shift_L	Shift_L	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	0	0	0.967741935483871
1438008146.928	5307	1	1	437	K	K	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	437	0	0.967741935483871
1438008147.209	5307	1	2	281	i	i	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	718	0	0.967741935483871
1438008147.677	5307	1	3	467	i	i	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	1186	0	0.967741935483871
1438008147.801	5307	1	4	124	t	t	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	1310	0	0.967741935483871
1438008147.926	5307	1	5	125	o	o	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	1435	0	0.967741935483871
1438008148.425	5307	1	6	498	s	s	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	1934	0	0.967741935483871
1438008148.519	5307	1	7	94	_	space	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	2028	0	0.967741935483871
1438008148.862	5307	1	8	342	v	v	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	2371	0	0.967741935483871
1438008149.081	5307	1	9	219	w	w	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	2590	0	0.967741935483871
1438008149.268	5307	1	10	186	m	m	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	2776	0	0.967741935483871
1438008149.611	5307	1	11	343	b	b	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	3120	0	0.967741935483871
1438008149.861	5307	1	12	250	q	q	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	3370	0	0.967741935483871
1438008150.048	5307	1	13	187	q	q	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	3557	0	0.967741935483871
1438008150.173	5307	1	14	125	_	space	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	3682	0	0.967741935483871
1438008150.485	5307	1	15	311	h	h	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	3993	0	0.967741935483871
1438008150.641	5307	1	16	156	u	u	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	4150	0	0.967741935483871
1438008150.734	5307	1	17	92	o	o	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	4243	0	0.967741935483871
1438008150.89	5307	1	18	156	l	l	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	4399	0	0.967741935483871
1438008150.953	5307	1	19	62	e	e	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	4462	0	0.967741935483871
1438008151.046	5307	1	20	92	n	n	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	4555	0	0.967741935483871
1438008151.233	5307	1	21	187	p	p	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	4742	0	0.967741935483871
1438008151.327	5307	1	22	93	i	i	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	4835	0	0.967741935483871
1438008151.421	5307	1	23	94	d	d	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	4930	0	0.967741935483871
1438008151.577	5307	1	24	155	o	o	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	5085	0	0.967741935483871
1438008151.701	5307	1	25	124	s	s	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	5210	0	0.967741935483871
1438008151.795	5307	1	26	94	t	t	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	5304	0	0.967741935483871
1438008151.92	5307	1	27	125	a	a	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	5429	0	0.967741935483871
1438008152.013	5307	1	28	92	s	s	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	5522	0	0.967741935483871
1438008152.169	5307	1	29	155	i	i	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	5677	0	0.967741935483871
1438008152.388	5307	1	30	219	.	period	Kiitos vwmbqq huolenpidostasi.	61.05	229.07	Kiitos vwmbqq huolenpidostasi.	Mix	5897	0	0.967741935483871
1438008155.165	5307	2	0	0	Shift_L	Shift_L	Kunhan pelleilen gvjbhj kanssasi!	73.8	181.92	Kunhan pelleilen gvjbhj kanssasi!	Mix	0	0	0.942857142857143
1438008155.289	5307	2	1	124	K	K	Kunhan pelleilen gvjbhj kanssasi!	73.8	181.92	Kunhan pelleilen gvjbhj kanssasi!	Mix	124	0	0.942857142857143
1438008155.539	5307	2	2	250	u	u	Kunhan pelleilen gvjbhj kanssasi!	73.8	181.92	Kunhan pelleilen gvjbhj kanssasi!	Mix	374	0	0.942857142857143
1438008155.601	5307	2	3	62	n	n	Kunhan pelleilen gvjbhj kanssasi!	73.8	181.92	Kunhan pelleilen gvjbhj kanssasi!	Mix	436	0	0.942857142857143
