input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1437463277.49	419655	0	0	0	o	o	odkfey	27.47	449.55	odkfey	Random	0	0	1
1437463278.114	419655	0	1	624	d	d	odkfey	27.47	449.55	odkfey	Random	624	0	1
1437463278.488	419655	0	2	373	k	k	odkfey	27.47	449.55	odkfey	Random	997	0	1
1437463278.894	419655	0	3	406	f	f	odkfey	27.47	449.55	odkfey	Random	1404	0	1
1437463279.362	419655	0	4	467	e	e	odkfey	27.47	449.55	odkfey	Random	1871	0	1
1437463279.674	419655	0	5	312	y	y	odkfey	27.47	449.55	odkfey	Random	2184	0	1
1437463283.698	419655	1	0	0	o	o	oahpnh	34.97	397.18	oahpnh	Random	0	0	1
1437463283.854	419655	1	1	156	a	a	oahpnh	34.97	397.18	oahpnh	Random	156	0	1
1437463284.073	419655	1	2	218	h	h	oahpnh	34.97	397.18	oahpnh	Random	375	0	1
1437463284.79	419655	1	3	717	p	p	oahpnh	34.97	397.18	oahpnh	Random	1092	0	1
1437463285.04	419655	1	4	250	n	n	oahpnh	34.97	397.18	oahpnh	Random	1342	0	1
1437463285.414	419655	1	5	374	h	h	oahpnh	34.97	397.18	oahpnh	Random	1716	0	1
1437463289.782	419655	2	0	0	v	v	vtljjo	51.95	253.97	vtljjo	Random	0	0	1
1437463290.126	419655	2	1	343	t	t	vtljjo	51.95	253.97	vtljjo	Random	343	0	1
1437463290.282	419655	2	2	156	l	l	vtljjo	51.95	253.97	vtljjo	Random	500	0	1
1437463290.656	419655	2	3	373	j	j	vtljjo	51.95	253.97	vtljjo	Random	873	0	1
1437463290.812	419655	2	4	156	j	j	vtljjo	51.95	253.97	vtljjo	Random	1029	0	1
1437463290.937	419655	2	5	125	o	o	vtljjo	51.95	253.97	vtljjo	Random	1154	0	1
1437463295.242	419655	3	0	0	z	z	zydfzz	30.52	436.64	zydfzz	Random	0	0	1
1437463295.555	419655	3	1	312	y	y	zydfzz	30.52	436.64	zydfzz	Random	312	0	1
1437463295.835	419655	3	2	279	d	d	zydfzz	30.52	436.64	zydfzz	Random	592	0	1
1437463296.366	419655	3	3	530	f	f	zydfzz	30.52	436.64	zydfzz	Random	1123	0	1
