input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1439988173.385	372392	24	4	124	d	d	lctddy	49.64	202.8	lctddy	Random	747	0	1
1439988173.604	372392	24	5	219	y	y	lctddy	49.64	202.8	lctddy	Random	967	0	1
1439988176.287	372392	25	0	0	z	z	zfcspx	54.92	177.65	zfcspx	Random	0	0	1
1439988176.505	372392	25	1	218	f	f	zfcspx	54.92	177.65	zfcspx	Random	218	0	1
1439988176.693	372392	25	2	187	c	c	zfcspx	54.92	177.65	zfcspx	Random	406	0	1
1439988176.88	372392	25	3	187	s	s	zfcspx	54.92	177.65	zfcspx	Random	593	0	1
1439988177.005	372392	25	4	125	p	p	zfcspx	54.92	177.65	zfcspx	Random	718	0	1
1439988177.161	372392	25	5	155	x	x	zfcspx	54.92	177.65	zfcspx	Random	874	0	1
1439988179.501	372392	26	0	0	b	b	bsrpqj	42.74	252.71	bsrpqj	Random	0	0	1
1439988179.625	372392	26	1	124	s	s	bsrpqj	42.74	252.71	bsrpqj	Random	124	0	1
1439988179.813	372392	26	2	187	r	r	bsrpqj	42.74	252.71	bsrpqj	Random	312	0	1
1439988180.062	372392	26	3	249	p	p	bsrpqj	42.74	252.71	bsrpqj	Random	561	0	1
1439988180.187	372392	26	4	125	q	q	bsrpqj	42.74	252.71	bsrpqj	Random	686	0	1
1439988180.624	372392	26	5	437	j	j	bsrpqj	42.74	252.71	bsrpqj	Random	1123	0	1
1439988183.962	372392	27	0	0	v	v	vwmbqq	13.73	646.68	vwmbqq	Random	0	0	0.75
1439988184.555	372392	27	1	593	q	q	vwmbqq	13.73	646.68	vwmbqq	Random	593	0	0.75
1439988185.335	372392	27	2	779		BackSpace	vwmbqq	13.73	646.68	vwmbqq	Random	1373	0	0.75
1439988185.491	372392	27	3	155	w	w	vwmbqq	13.73	646.68	vwmbqq	Random	1529	0	0.75
1439988186.833	372392	27	4	1342	m	m	vwmbqq	13.73	646.68	vwmbqq	Random	2871	0	0.75
1439988187.113	372392	27	5	279	b	b	vwmbqq	13.73	646.68	vwmbqq	Random	3151	0	0.75
1439988187.332	372392	27	6	219	q	q	vwmbqq	13.73	646.68	vwmbqq	Random	3370	0	0.75
1439988187.457	372392	27	7	125	q	q	vwmbqq	13.73	646.68	vwmbqq	Random	3495	0	0.75
1439988191.419	372392	28	0	0	y	y	ynuyqx	38.46	258.72	ynuyqx	Random	0	0	1
1439988191.669	372392	28	1	250	n	n	ynuyqx	38.46	258.72	ynuyqx	Random	250	0	1
1439988191.918	372392	28	2	249	u	u	ynuyqx	38.46	258.72	ynuyqx	Random	499	0	1
1439988192.106	372392	28	3	187	y	y	ynuyqx	38.46	258.72	ynuyqx	Random	687	0	1
1439988192.293	372392	28	4	187	q	q	ynuyqx	38.46	258.72	ynuyqx	Random	874	0	1
1439988192.667	372392	28	5	374	x	x	ynuyqx	38.46	258.72	ynuyqx	Random	1248	0	1
1439988194.976	372392	29	0	0	v	v	vunbgd	34.19	314.07	vunbgd	Random	0	0	1
1439988195.07	372392	29	1	93	u	u	vunbgd	34.19	314.07	vunbgd	Random	93	0	1
1439988195.319	372392	29	2	249	n	n	vunbgd	34.19	314.07	vunbgd	Random	342	0	1
1439988195.6	372392	29	3	280	b	b	vunbgd	34.19	314.07	vunbgd	Random	623	0	1
1439988196.13	372392	29	4	530	g	g	vunbgd	34.19	314.07	vunbgd	Random	1154	0	1
1439988196.38	372392	29	5	250	d	d	vunbgd	34.19	314.07	vunbgd	Random	1404	0	1
1439988198.72	372392	30	0	0	o	o	odkfey	59.19	173.09	odkfey	Random	0	0	1
1439988198.814	372392	30	1	93	d	d	odkfey	59.19	173.09	odkfey	Random	93	0	1
1439988199.063	372392	30	2	249	k	k	odkfey	59.19	173.09	odkfey	Random	342	0	1
1439988199.25	372392	30	3	187	f	f	odkfey	59.19	173.09	odkfey	Random	529	0	1
1439988199.438	372392	30	4	187	e	e	odkfey	59.19	173.09	odkfey	Random	717	0	1
1439988199.531	372392	30	5	92	y	y	odkfey	59.19	173.09	odkfey	Random	810	0	1
1439988201.684	372392	31	0	0	n	n	nwmxxf	54.92	186.17	nwmxxf	Random	0	0	1
1439988201.778	372392	31	1	94	w	w	nwmxxf	54.92	186.17	nwmxxf	Random	94	0	1
1439988201.934	372392	31	2	155	m	m	nwmxxf	54.92	186.17	nwmxxf	Random	250	0	1
1439988202.183	372392	31	3	249	x	x	nwmxxf	54.92	186.17	nwmxxf	Random	499	0	1
1439988202.308	372392	31	4	125	x	x	nwmxxf	54.92	186.17	nwmxxf	Random	624	0	1
1439988202.558	372392	31	5	250	f	f	nwmxxf	54.92	186.17	nwmxxf	Random	874	0	1
1439988205.21	372392	32	0	0	h	h	hyohcy	23.67	442.91	hyohcy	Random	0	0	1
1439988205.678	372392	32	1	467	y	y	hyohcy	23.67	442.91	hyohcy	Random	467	0	1
1439988205.802	372392	32	2	124	o	o	hyohcy	23.67	442.91	hyohcy	Random	592	0	1
1439988206.083	372392	32	3	280	h	h	hyohcy	23.67	442.91	hyohcy	Random	872	0	1
1439988206.645	372392	32	4	562	c	c	hyohcy	23.67	442.91	hyohcy	Random	1434	0	1
1439988207.238	372392	32	5	592	y	y	hyohcy	23.67	442.91	hyohcy	Random	2027	0	1
1439988210.451	372392	33	0	0	o	o	oahpnh	41.56	235.63	oahpnh	Random	0	0	1
1439988210.67	372392	33	1	219	a	a	oahpnh	41.56	235.63	oahpnh	Random	219	0	1
1439988210.826	372392	33	2	155	h	h	oahpnh	41.56	235.63	oahpnh	Random	375	0	1
1439988211.106	372392	33	3	279	p	p	oahpnh	41.56	235.63	oahpnh	Random	654	0	1
1439988211.387	372392	33	4	281	n	n	oahpnh	41.56	235.63	oahpnh	Random	936	0	1
1439988211.606	372392	33	5	218	h	h	oahpnh	41.56	235.63	oahpnh	Random	1154	0	1
1439988216.878	372392	34	0	0	k	k	khpzgp	21.07	620.03	khpzgp	Random	0	0	1
1439988217.128	372392	34	1	250	h	h	khpzgp	21.07	620.03	khpzgp	Random	250	0	1
1439988217.44	372392	34	2	312	p	p	khpzgp	21.07	620.03	khpzgp	Random	562	0	1
1439988217.783	372392	34	3	342	z	z	khpzgp	21.07	620.03	khpzgp	Random	904	0	1
1439988219.062	372392	34	4	1279	g	g	khpzgp	21.07	620.03	khpzgp	Random	2184	0	1
1439988219.156	372392	34	5	93	p	p	khpzgp	21.07	620.03	khpzgp	Random	2277	0	1
1439988221.87	372392	35	0	0	j	j	jdlwbu	34.19	301.48	jdlwbu	Random	0	0	1
1439988222.026	372392	35	1	156	d	d	jdlwbu	34.19	301.48	jdlwbu	Random	156	0	1
1439988222.338	372392	35	2	312	l	l	jdlwbu	34.19	301.48	jdlwbu	Random	468	0	1
1439988222.526	372392	35	3	187	w	w	jdlwbu	34.19	301.48	jdlwbu	Random	656	0	1
1439988222.994	372392	35	4	467	b	b	jdlwbu	34.19	301.48	jdlwbu	Random	1124	0	1
1439988223.274	372392	35	5	279	u	u	jdlwbu	34.19	301.48	jdlwbu	Random	1404	0	1
1439988224.959	372392	36	0	0	d	d	dawuva	61.54	157.23	dawuva	Random	0	0	1
1439988225.146	372392	36	1	186	a	a	dawuva	61.54	157.23	dawuva	Random	186	0	1
1439988225.271	372392	36	2	125	w	w	dawuva	61.54	157.23	dawuva	Random	311	0	1
1439988225.427	372392	36	3	156	u	u	dawuva	61.54	157.23	dawuva	Random	467	0	1
